,ENSG00000106080,ENSG00000163686,ENSG00000083457,ENSG00000107338,ENSG00000175592,ENSG00000108349,ENSG00000156299,ENSG00000140830,ENSG00000124664,ENSG00000151689,ENSG00000120875,ENSG00000166619,ENSG00000164414,ENSG00000168906,ENSG00000115993,ENSG00000023330,ENSG00000060558,ENSG00000135047,ENSG00000116171,ENSG00000164209,ENSG00000160691,ENSG00000160208,ENSG00000079277,ENSG00000140575,ENSG00000168286,ENSG00000108039,ENSG00000009335,ENSG00000108669,ENSG00000137154,ENSG00000129636,ENSG00000102879,ENSG00000145555,ENSG00000147155,ENSG00000002919,ENSG00000124422,ENSG00000115514,ENSG00000013619,Subtype,ENSG00000169733,ENSG00000044524,ENSG00000066468,ENSG00000074696,ENSG00000120899,ENSG00000108055,ENSG00000113810,ENSG00000144048,ENSG00000114867,ENSG00000138796,ENSG00000197903,ENSG00000162063,ENSG00000116199,ENSG00000188021,ENSG00000087088,ENSG00000151729,ENSG00000204351,ENSG00000143162,ENSG00000122140,ENSG00000146674,ENSG00000132170,ENSG00000090339,ENSG00000184481,ENSG00000170345,ENSG00000054116,ENSG00000143748,ENSG00000051108,ENSG00000116741,ENSG00000187840,ENSG00000145907,ENSG00000090861,ENSG00000172939,ENSG00000171298,ENSG00000131408,ENSG00000158234,ENSG00000113558,ENSG00000182704,ENSG00000152601,ENSG00000175166,ENSG00000136891,ENSG00000117308,ENSG00000184117,ENSG00000139318,ENSG00000100596,ENSG00000135932,ENSG00000004864,ENSG00000073060,ENSG00000111276,ENSG00000141738,ENSG00000145901,ENSG00000140395,ENSG00000064961,ENSG00000077721,ENSG00000262814,ENSG00000175220,ENSG00000046604,ENSG00000101224,ENSG00000149925,ENSG00000104064,ENSG00000225190,ENSG00000143815,ENSG00000080546
0,10.4998663062981,6.04010831504806,9.13521895145895,10.5231047951963,7.85302409827394,12.3269204326912,11.610162178027,10.3490915285603,10.2780150745093,9.16178994671508,9.79024087318471,12.3393379346764,9.98630705417832,12.9862397662755,11.2674695407604,11.1937586254517,7.38811046289433,10.8798254945886,12.5638469638195,10.9771466065983,11.7733815876897,12.8651758775646,9.96886043058037,14.6791718633969,10.5833039414711,12.2608752282109,13.54905463214,11.5021278939557,18.6219998137504,12.1047658176631,10.648154649712,14.3297571065818,9.65183849744577,9.77598031966965,12.8214122651024,9.79165920476588,8.04146457802562,BRCA.Basal,10.6204896728106,5.85323354250562,12.9329340074051,12.5049778520034,9.13968159023796,12.8730683328813,11.9718994173516,11.258266697651,15.2953394060401,12.6459189293293,8.96963065653578,9.82805464778687,12.6073803815525,11.5935900559698,10.9315597333055,11.2344780916374,11.3361395373474,13.4746339300474,10.7019421404884,12.1576932825109,6.23897417788964,9.55660856357947,11.4514370250899,12.0636823131679,12.3203029341338,10.7704348840243,12.6231983695576,8.6002245911072,11.3778096690142,13.0995017759356,13.0152100556975,12.0400108226502,12.9136877598944,11.6552646891024,10.2688791336999,12.6948687442983,7.06941156095336,12.3903080654003,14.0934157094361,12.006815029805,9.61064548360447,12.5946405448375,13.1785973741264,11.7922787275992,11.5903341563251,11.0170996021852,13.3953484882992,12.667321853213,10.9827449969449,11.2857009605456,11.5414360064378,11.5710559100975,11.9530108780178,7.51746481475179,11.9920867288193,13.9193868740807,10.9633694884652,8.57407771214269,10.5213962046982,9.82805464778687,11.455916320709,11.2664498968934
1,10.3068124133858,8.69047112683149,9.09725871733593,8.81424633764894,6.57826803269606,13.0884933032968,9.71916856769996,10.2511647490582,11.8076583633548,10.1199608397545,13.5116352035639,12.425898292422,9.69009178181116,13.0806734666695,11.9760961820994,11.4352441116192,8.36567309813536,10.9668880277099,13.3522339925391,11.9345552582479,11.6557879536788,12.1947182864536,10.245180255143,14.711021112113,10.0846481170043,11.6535305244337,12.6481473697537,10.9368817229913,17.4872592564453,11.9202295155931,8.50582801886343,12.3512542056085,9.51379216070289,10.2709356348836,13.6335648105368,10.0218584388422,9.10609259737812,BRCA.Normal,10.2914075018219,6.82445033632272,12.6710193396164,13.1215349479793,10.691251452595,12.6500358245847,11.0320589539253,10.5759863317977,14.1253025095324,13.0293649427404,8.94556043313599,8.38758533308867,12.8268942313046,12.1025666857421,9.28400039661939,10.5462797767453,10.7338998751326,13.6967754027614,10.3408835111295,12.6470131091774,10.2777919217235,9.12142285055811,10.8442461398599,13.4741784446876,11.3457954483247,10.517604536901,13.2773635781376,12.1086220301893,10.2699534997339,13.7507475039432,12.2656552737521,12.0094304304491,11.6211648899113,11.0499057888324,9.43185031159418,13.3703312217323,11.8513188039175,13.5052857000786,12.9061478067917,11.5387598880905,9.98642145125829,11.3712036864167,12.7200246957184,13.3964398191948,12.7670719860685,11.0145750315768,12.3381949871331,11.9428980665874,10.7537069533152,12.0685178259546,11.2906934518899,10.7877281390973,11.3597099310298,5.14433120501719,13.0149292108374,14.2835464539639,8.93815843171113,7.2254416775808,10.3520640366725,10.635151221942,11.1987298107254,12.6005049571766
2,10.5684341130473,8.63592417486201,9.95672740067259,10.4633901942113,5.95252954612386,15.3179269572525,11.1392829270523,9.16887946631473,14.2058345692448,9.23980141494301,14.2526967894666,12.3751331821869,10.0347053308836,13.9221796288927,12.7491745321547,11.873147600979,8.53033540432769,12.8064327804848,13.1366827335307,11.8042586067264,12.1301461758792,11.9580167786892,10.5675451493083,14.2649496392214,10.3081316219452,11.6736231990722,13.1566223498074,12.4033064536922,16.1472739661241,11.7617552546555,12.0604560434648,13.1536637278551,8.77493342849021,10.1860192082993,14.0554372810326,10.837616311021,7.84111965640946,BRCA.Her2,10.7842858977461,7.64573696684589,11.5404279334289,13.1088460427693,11.1523852695511,12.4208855026251,11.7311207520386,10.7177330180802,14.7954908480375,12.1492848433106,11.1344887803906,11.2110552692415,12.287423757383,11.7195630400124,10.8070608431356,11.2013456260467,11.3232694451288,12.6523031477398,9.66248136648962,12.69220268038,9.69866140611929,11.1422711985338,10.1837004394618,12.9861519782462,11.709524634217,11.6291574455544,13.1591324167328,8.89037523411298,10.2703872224306,13.6875582478108,13.2383496640174,11.188104160332,13.6537192508026,11.3653086981411,9.48928241396868,13.1542559378395,13.1686896609236,13.0608552223325,13.9627214242809,10.6113356238675,12.1092238473593,12.2421813349191,11.6414594212533,14.1045252236394,12.7589416767532,10.9053198079068,10.8675380027919,12.5144951134659,14.689526201067,12.8126359261889,10.5992076823928,12.505472417713,12.1501757687873,7.68568265358358,13.7310796672354,10.7289080560621,12.1801444496404,8.81144852626594,9.98629898405391,10.4804930782948,11.7845029280757,10.041123889206
3,10.9969479550461,8.1715932774891,9.3058165673598,10.076784821741,5.956528238823,12.8303362173977,9.0376364095828,8.89832354846171,13.7279977980391,8.46456279103614,13.9379448894,11.8416575318001,8.8326354653417,13.4276557198822,12.3403835634132,10.9572717415555,8.49791412691164,11.5845117413738,12.7804163677003,12.3065194065514,12.8776822245742,11.2287528365355,10.4471888596421,14.5422340844585,10.1460063887374,10.7740841415631,12.5266714676995,11.6173809893678,16.3460149900731,11.3477917283199,9.87771992617282,12.3324867428559,8.93007831797206,10.5010233550272,13.7124890853619,10.1414935392381,8.00918446041574,BRCA.LumA,10.5754004911083,8.90188659214431,11.2152171281009,13.1350281095268,10.7003186470842,12.1306043201406,11.1281843980415,10.0106870767563,14.5830193694769,12.1306043201406,10.1399861132409,10.0545537168843,12.6280007419399,12.2267549059656,10.9049820229638,10.7206301148353,11.1986600394976,12.4657053073352,10.9049820229638,13.1179020275565,7.41110151198722,10.4386310539806,10.4188775925058,13.2351354832869,11.5331855211654,10.9529859298858,12.3602622331457,9.66779322693089,10.3849177502703,13.9774097690684,13.2720731337429,11.8346860381565,13.2516303083192,11.55144318768,9.01807095745856,13.4152475776833,11.4583574987452,12.6690783724078,13.276195780857,10.6258115949318,10.426316874204,11.9371805736891,10.9278739629935,13.1104171188251,12.606059840909,10.1889178077524,10.9623979652557,12.2841759790838,10.1639179165802,12.8391876297535,10.8708572714162,11.9757159377211,11.8314211094761,7.32858236544612,13.8275697393539,13.7398629942352,10.7584513543049,8.8326354653417,10.2234900855199,11.095894471697,10.3798179726622,10.0368428455718
4,10.3914656831544,7.72249643908917,9.47539195955608,10.8878038839638,7.66190055588092,16.5668376353038,9.76002157618849,8.93598748320208,14.8974042396104,8.69756519961267,14.1870287334187,12.5975564404102,10.0182929121626,13.2532304629921,10.6724219470569,11.2553728227903,9.29392780537499,12.159384149577,12.2425463328159,10.3839945585278,12.4907487746673,11.6674782364985,9.63655497886339,14.1148202802622,10.7500268973017,11.7641673500606,12.4584356061523,10.8678572134944,16.9108710520797,11.2352733917769,9.87107822888034,10.755827107889,10.7057656476326,10.3679887691293,12.4573236893773,11.0411356958644,6.72683414393729,BRCA.LumA,10.0481439129947,7.5324601347913,9.90017721799707,14.8362317321023,10.5154563726792,12.2101713190293,10.6264660884732,10.5316060741529,14.3381397859883,12.27774248343,12.3887566028752,11.7724166623101,12.3461397150278,11.5696147111418,11.5133752047537,11.4328476006775,11.6911301172615,12.1261849517133,11.2517857914584,12.1075944098436,7.94217872420313,10.1791008196566,10.5781797891043,13.4226579482356,11.3209068989,10.7057656476326,13.554433048314,10.0762311666304,11.3718383816545,13.4886896271418,13.2180803826601,11.0056731496601,12.595536403918,11.7848801493684,9.04424993499872,12.9612282699765,12.8919753741569,11.4205765889584,13.0274584137378,10.7020151732584,12.034323494047,11.4418704166654,10.7035165332553,14.2337545553156,12.5509902024054,10.5584034508338,11.0322021008659,11.5892385213467,14.3063194326066,12.8371219339423,11.7431528359941,13.9809435843409,12.3377048811412,6.89489075608508,14.0988653727007,13.1367912108736,12.0907703369945,10.4773479963278,10.6670454815259,10.2058318783513,10.5043014780086,10.9300981833187
5,10.8418442580766,9.0633103515945,9.12435557584421,10.9014681360941,7.58946023022196,11.6092263479806,9.04131896362902,8.49334788336171,13.8220016180413,8.68388805975647,12.758922836017,12.7171872330715,9.21133548564574,12.7649246178677,11.7087288603915,11.6017343979758,9.18004867621324,13.1607312630636,13.5953035087438,11.4225870177887,12.8610710893432,11.632522337579,10.3068344729494,14.7812497241867,10.0959943545467,11.7353828174963,13.1305550241692,12.1904589115799,15.8493201567393,11.5052204026574,11.680557528708,12.1789973614337,10.5751517680629,9.90222678168824,13.3832027910663,10.0852890199116,9.72440029099999,BRCA.Her2,11.473319381094,9.61806319835483,13.0392166216283,14.0225843679013,10.3041990990277,12.1623601990678,11.455616844693,10.5860410095576,14.8514642956265,11.8777715138176,10.2186199273433,10.0651944142278,11.8382423754156,11.9959749827556,11.7107202040271,9.15393565889697,11.1388626782903,12.4597854069184,10.2762330436569,14.0656207787253,8.23546920929864,11.9372333486582,9.91610167010989,13.2277961432326,11.6585463235202,11.9886078883731,13.0102035026356,11.3310530675286,11.8617311923589,12.7718555479456,13.2309215073634,12.337854464357,13.8333556436642,12.8339219986602,8.90182393680608,13.6320181250359,13.1689021515453,12.6570130497913,14.2081110805003,10.7900463259709,11.4262272399682,12.3831955825346,11.6219798618234,14.0407054581096,12.5979897436277,10.9308079151204,10.9637436092756,13.0216783580916,10.5251066717081,13.5954382335161,11.8684363465556,13.403658188998,12.0934423571278,9.27463885925323,13.5899041752109,13.1503145914377,14.1590038864511,9.86872896450021,10.1988926254309,10.3264477945859,10.2490849953808,11.0016483937207
6,9.15532628580262,8.29285981341456,10.7468680586231,10.7915887281303,6.9877719067935,11.8297281896877,9.34954653027787,9.21005430584253,14.462707522898,8.83275003167865,13.8087554368751,12.2919110692117,9.48885106572796,11.5750265075564,10.4281274878712,11.5120848657729,9.80550435320778,13.2664306377616,12.214344722365,11.112016141083,11.653397381055,11.2370458416419,10.5333055273785,12.655809871604,11.1404674112109,11.2572635516647,10.7784820752233,12.2324797452385,16.8527382448205,11.8827452897275,13.3650736168505,10.5660916716754,12.1017854825984,11.6560871150578,11.7488821971537,9.90233326200585,8.00820833111176,BRCA.LumA,12.5604477158989,5.80847339584372,9.64866424455131,12.9578352264498,13.134742580292,10.7735362171208,8.63598586712425,9.76288116833627,14.3689547043488,12.3807763690585,11.9212674462328,11.5041449203486,11.714026930287,10.8013411600947,12.9848316975159,11.9301839289712,12.3517585817596,12.9694155647709,11.6650168489875,12.2867134557646,8.48272040645471,9.82156825892515,10.9194830389011,11.9918123103265,12.524101276136,10.5372016203563,14.8504870626767,10.4344084393404,13.7839670591861,12.7863482061408,14.6400584184887,10.5812663487895,14.1511008887165,13.0827111170001,9.32270664214959,13.7134099882215,11.5414764348687,11.8129535514817,13.6703779866436,9.79577943073418,12.5609262020476,12.3856464635289,9.96152178972186,12.2033532678333,12.3028226977166,10.0155869183285,12.2574917924969,12.6450186929753,10.8302090181544,12.7888013346123,12.2521684527114,13.5229654662921,12.055676662989,11.3443368455893,12.975888886956,6.91742018872387,12.1742522101759,10.8142426873692,9.84690410271616,11.3071724550155,10.1360895870986,10.4406621622808
7,10.2338488066865,8.8281739727421,9.60261165845905,8.84835584535407,5.19354421425549,13.5523536989616,9.92108060892243,8.71792853043892,13.0396939790146,8.72279565135311,9.535060924761,12.0139132124002,9.17209890411688,13.6355685791168,12.1269593502762,10.9871851031843,8.64544365932089,12.6930429973348,12.9520354623277,12.2707202044298,12.4612538546149,11.8029813374768,10.0896964494343,14.8845457415708,9.72163059604899,11.3814458473085,12.7173181711437,11.4088739404862,15.3285105628803,11.3024013949881,9.99634427949231,12.1812092804691,8.74688776301121,11.1935863806666,13.8114353044586,10.8116399747435,7.7314905808731,BRCA.LumA,10.3437331974316,7.90870337127106,11.0407671529311,14.107624232588,10.6473561047154,12.8355901190168,11.8487646149089,10.4560987549079,14.3643744870288,12.0930736524779,10.8196100066553,10.786300742693,13.1409644395553,11.4571135111463,10.4100872471452,10.584597563069,12.0029558844658,13.2671548193529,9.81799554808175,12.8319360536908,7.80225613416363,10.1658073235964,9.97509244857674,12.1564759462447,11.3833675173149,12.6656704190256,12.0571695734808,10.6254400275157,8.65056134740264,14.260932586879,12.1262710180991,11.9100344475172,12.6841842620367,10.9236342434377,9.2584124595976,13.6267542823296,10.3749755732654,13.193714540517,13.6027078758743,10.765821805939,10.615010228302,11.6966463058895,10.5899329898932,13.9713077475426,12.7642340896628,10.3405714203475,11.9708541213674,13.3400085167758,11.0344218340915,12.4056110000933,11.014224878788,11.6405482205941,11.8375944613989,6.76912363037704,13.5900335478985,14.0047731926294,11.180825869783,8.55554187473819,10.5322091605909,10.6338590650168,11.7678115702359,9.77998514794497
8,8.97095938272988,8.55767764812438,9.35979875334132,8.84247531761435,5.80948373961839,13.0316845606927,9.59635751637469,8.56771883163052,13.1354866243436,9.44258350813185,13.1469326526458,11.8695375452056,9.53756675330602,13.7621418711277,13.3973029659927,11.6035717288892,7.19315810547078,11.6376165906411,13.4908393440438,11.3186804643437,12.6698194585975,11.5019056491943,10.4066415477482,14.6095452677416,9.72637217868913,11.3754892832641,13.1312633649185,11.2969754088413,15.6214633855476,11.4708235416727,9.80907983803037,11.918394275198,9.43025840674341,10.8367717720055,13.8747994160559,10.9600012703719,7.49688857048335,BRCA.LumB,9.81856738470517,7.22532269906157,11.4104142660941,14.5132326031661,10.7413499687978,12.9326285794453,12.4821010194065,10.6187974722341,14.2801053489667,13.0523811508953,10.4459403772946,10.7671652098923,13.2202412252336,12.1134190866051,10.2243569807341,9.44394648471672,11.5624439814494,12.9122204437341,9.7330769559792,11.9443839806581,8.31697023920533,10.0722758765109,9.11995548167949,10.9952859168349,11.74267502052,11.7903267442337,11.8713112194933,8.23425947770347,9.21722453208125,13.8696749008969,12.2178812253868,11.8192306566459,12.5038251061716,10.8320956063991,9.56913648439246,13.996286497355,11.598685624205,13.3222250421939,14.1206350196893,10.5272625833277,11.62174863599,11.5780433973104,10.6744252322259,13.6384490932751,12.6886231208931,10.1233544186388,11.4607610770145,12.6734546321617,9.21243381526393,12.135726736041,11.823163313642,11.8413752852431,12.4682717426168,4.86832283477033,13.1518402128971,13.9410197121741,10.4702201872784,9.08193764567177,11.033806471169,9.7486012883905,11.634635965037,10.3488873795114
9,12.2989236511082,8.93976202253221,9.98994053832536,9.46573646030211,7.46011792615539,12.3896460580769,10.257662253469,9.36671232123585,13.3992356939138,10.2605682106957,11.06754318283,12.8152623142886,10.2267909618879,12.5635472379205,12.7216258739367,11.2305409485761,8.82270142812131,12.6135544758592,13.6017145810403,11.6254359005247,12.7067881182878,11.6129840773589,10.5958079326504,14.8561766459064,10.3949109437159,11.8619296897225,12.7923540259126,11.02374431229,16.5039839650402,12.0529599650819,10.0782368423766,12.6472506974941,10.7234516718189,10.7547037167688,13.26369216902,10.4633509539224,9.40399056220986,BRCA.Normal,10.2764471722145,8.22128714368793,10.6118260439577,12.7391799812225,9.67843221401734,12.2100245744394,10.8043361319655,10.5992553895328,14.4789014632893,11.7963633387254,9.92548380868359,9.55603265549617,12.4630658659144,12.1922529598165,11.0987295377457,10.0313652164521,11.4976480829607,12.8868274649289,9.85992903054589,15.3743409453392,9.42486763166955,10.8142587332591,10.787309480148,14.8443620892179,11.8804657060729,10.2058368470045,13.8760902763338,11.6494675540375,11.8265806700013,13.567804800139,12.9071359225547,11.9635051853121,12.6129861503207,11.9260186416835,9.16743323503896,13.2703750796699,12.6722890247036,13.5350300728405,13.619365908507,10.8580847370139,10.2850353136292,10.9987277916587,12.0889620342175,13.4557937995187,12.9974319750695,10.8241135514605,10.9679460683647,11.7318685906839,10.0978676458723,12.720834850957,11.3203132839572,11.5638388944587,12.5493595925337,5.37204876083957,15.0901854207381,13.0076292648089,11.6344247415942,8.20326168385072,10.3230615150943,10.7391623207436,11.7239949906691,10.5958079326504
